outer_fold,seed_index,q,inner_fold,fit_rows,holdout_rows,fit_groups,holdout_groups,group_intersection_count,channel_source,validation_outcomes_used,candidate_weight,candidate_numerator,candidate_denominator,control_weight,control_numerator,control_denominator,weight_source
CV02,18,4,1,792,232,G02;G03;G07;G08;G09;G10;G11,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV02,18,4,2,686,338,G05;G06;G07;G08;G09;G11,G02;G03;G10,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV02,18,4,3,808,216,G02;G03;G05;G06;G07;G10;G11,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV02,18,4,4,786,238,G02;G03;G05;G06;G08;G09;G10,G07;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV02,18,4,aggregate,1024,1024,,,,,0,0.28585594810197495,0.10352756071129901,0.3621668934954856,1.0,0.08947601159981836,0.08735998912417783,inner_grouped_out_of_fold_training_predictions
CV02,18,6,1,792,232,G02;G03;G07;G08;G09;G10;G11,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV02,18,6,2,686,338,G05;G06;G07;G08;G09;G11,G02;G03;G10,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV02,18,6,3,808,216,G02;G03;G05;G06;G07;G10;G11,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV02,18,6,4,786,238,G02;G03;G05;G06;G08;G09;G10,G07;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV02,18,6,aggregate,1024,1024,,,,,0,0.62655659291109,0.10853396228243978,0.17322291954214744,1.0,0.09624486291423606,0.046909004515930455,inner_grouped_out_of_fold_training_predictions
CV02,18,8,1,792,232,G02;G03;G07;G08;G09;G10;G11,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV02,18,8,2,686,338,G05;G06;G07;G08;G09;G11,G02;G03;G10,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV02,18,8,3,808,216,G02;G03;G05;G06;G07;G10;G11,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV02,18,8,4,786,238,G02;G03;G05;G06;G08;G09;G10,G07;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV02,18,8,aggregate,1024,1024,,,,,0,1.0,0.08318852833662856,0.08254978600607583,1.0,0.035478190668349285,0.02174549480797833,inner_grouped_out_of_fold_training_predictions
CV02,19,4,1,792,232,G02;G03;G07;G08;G09;G10;G11,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV02,19,4,2,686,338,G05;G06;G07;G08;G09;G11,G02;G03;G10,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV02,19,4,3,808,216,G02;G03;G05;G06;G07;G10;G11,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV02,19,4,4,786,238,G02;G03;G05;G06;G08;G09;G10,G07;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV02,19,4,aggregate,1024,1024,,,,,0,0.2862077841069833,0.10376671105358969,0.3625572636934365,1.0,0.0894457388338413,0.08735111705097749,inner_grouped_out_of_fold_training_predictions
CV02,19,6,1,792,232,G02;G03;G07;G08;G09;G10;G11,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV02,19,6,2,686,338,G05;G06;G07;G08;G09;G11,G02;G03;G10,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV02,19,6,3,808,216,G02;G03;G05;G06;G07;G10;G11,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV02,19,6,4,786,238,G02;G03;G05;G06;G08;G09;G10,G07;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV02,19,6,aggregate,1024,1024,,,,,0,0.6296633648102111,0.10680152826846961,0.1696168686908774,1.0,0.09633701886926095,0.0469395736937179,inner_grouped_out_of_fold_training_predictions
CV02,19,8,1,792,232,G02;G03;G07;G08;G09;G10;G11,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV02,19,8,2,686,338,G05;G06;G07;G08;G09;G11,G02;G03;G10,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV02,19,8,3,808,216,G02;G03;G05;G06;G07;G10;G11,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV02,19,8,4,786,238,G02;G03;G05;G06;G08;G09;G10,G07;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV02,19,8,aggregate,1024,1024,,,,,0,1.0,0.08458563350239617,0.08315833524274141,1.0,0.03549827945667154,0.02174289365897626,inner_grouped_out_of_fold_training_predictions
CV02,20,4,1,792,232,G02;G03;G07;G08;G09;G10;G11,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV02,20,4,2,686,338,G05;G06;G07;G08;G09;G11,G02;G03;G10,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV02,20,4,3,808,216,G02;G03;G05;G06;G07;G10;G11,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV02,20,4,4,786,238,G02;G03;G05;G06;G08;G09;G10,G07;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV02,20,4,aggregate,1024,1024,,,,,0,0.28626362604500966,0.10378551858720045,0.3625522390709957,1.0,0.08942599365432066,0.08735502985787737,inner_grouped_out_of_fold_training_predictions
CV02,20,6,1,792,232,G02;G03;G07;G08;G09;G10;G11,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV02,20,6,2,686,338,G05;G06;G07;G08;G09;G11,G02;G03;G10,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV02,20,6,3,808,216,G02;G03;G05;G06;G07;G10;G11,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV02,20,6,4,786,238,G02;G03;G05;G06;G08;G09;G10,G07;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV02,20,6,aggregate,1024,1024,,,,,0,0.6316523050306398,0.10665705057363932,0.16885405107239443,1.0,0.09627835771362525,0.046966839591757445,inner_grouped_out_of_fold_training_predictions
CV02,20,8,1,792,232,G02;G03;G07;G08;G09;G10;G11,G05;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV02,20,8,2,686,338,G05;G06;G07;G08;G09;G11,G02;G03;G10,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV02,20,8,3,808,216,G02;G03;G05;G06;G07;G10;G11,G08;G09,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV02,20,8,4,786,238,G02;G03;G05;G06;G08;G09;G10,G07;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV02,20,8,aggregate,1024,1024,,,,,0,1.0,0.08254525679413308,0.08123256025557762,1.0,0.035504672095741124,0.021819659533830735,inner_grouped_out_of_fold_training_predictions
CV03,1,4,1,815,209,G01;G04;G07;G08;G10;G11;G12,G03;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,1,4,2,773,251,G01;G03;G04;G06;G07;G08;G11,G10;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,1,4,3,798,226,G01;G03;G04;G06;G10;G11;G12,G07;G08,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,1,4,4,686,338,G03;G06;G07;G08;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,1,4,aggregate,1024,1024,,,,,0,0.5314617717117212,0.20822585910820252,0.3917983760855517,1.0,0.042667619221792075,0.04130947053654843,inner_grouped_out_of_fold_training_predictions
CV03,1,6,1,815,209,G01;G04;G07;G08;G10;G11;G12,G03;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,1,6,2,773,251,G01;G03;G04;G06;G07;G08;G11,G10;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,1,6,3,798,226,G01;G03;G04;G06;G10;G11;G12,G07;G08,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,1,6,4,686,338,G03;G06;G07;G08;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,1,6,aggregate,1024,1024,,,,,0,0.5022842744651391,0.27666557565257605,0.5508147272720917,1.0,0.07874260866067387,0.03382667930216712,inner_grouped_out_of_fold_training_predictions
CV03,1,8,1,815,209,G01;G04;G07;G08;G10;G11;G12,G03;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,1,8,2,773,251,G01;G03;G04;G06;G07;G08;G11,G10;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,1,8,3,798,226,G01;G03;G04;G06;G10;G11;G12,G07;G08,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,1,8,4,686,338,G03;G06;G07;G08;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,1,8,aggregate,1024,1024,,,,,0,0.6247876163721747,0.15662660636071096,0.25068775733770515,0.8710714535197985,0.04675634487263274,0.05367681914463062,inner_grouped_out_of_fold_training_predictions
CV03,2,4,1,815,209,G01;G04;G07;G08;G10;G11;G12,G03;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,2,4,2,773,251,G01;G03;G04;G06;G07;G08;G11,G10;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,2,4,3,798,226,G01;G03;G04;G06;G10;G11;G12,G07;G08,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,2,4,4,686,338,G03;G06;G07;G08;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,2,4,aggregate,1024,1024,,,,,0,0.5316703193907293,0.20830292820996832,0.39178964973759356,1.0,0.04239892917527821,0.041086955069268474,inner_grouped_out_of_fold_training_predictions
CV03,2,6,1,815,209,G01;G04;G07;G08;G10;G11;G12,G03;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,2,6,2,773,251,G01;G03;G04;G06;G07;G08;G11,G10;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,2,6,3,798,226,G01;G03;G04;G06;G10;G11;G12,G07;G08,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,2,6,4,686,338,G03;G06;G07;G08;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,2,6,aggregate,1024,1024,,,,,0,0.5036452968600897,0.2773651350299027,0.5507152290691466,1.0,0.07883208661235214,0.0339755498115396,inner_grouped_out_of_fold_training_predictions
CV03,2,8,1,815,209,G01;G04;G07;G08;G10;G11;G12,G03;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,2,8,2,773,251,G01;G03;G04;G06;G07;G08;G11,G10;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,2,8,3,798,226,G01;G03;G04;G06;G10;G11;G12,G07;G08,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,2,8,4,686,338,G03;G06;G07;G08;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,2,8,aggregate,1024,1024,,,,,0,0.589967789076993,0.1569279442676681,0.26599408844537514,0.8678380866687414,0.04523698108668217,0.052126061049391784,inner_grouped_out_of_fold_training_predictions
CV03,3,4,1,815,209,G01;G04;G07;G08;G10;G11;G12,G03;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,3,4,2,773,251,G01;G03;G04;G06;G07;G08;G11,G10;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,3,4,3,798,226,G01;G03;G04;G06;G10;G11;G12,G07;G08,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,3,4,4,686,338,G03;G06;G07;G08;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,3,4,aggregate,1024,1024,,,,,0,0.5313983828930149,0.20827846625925914,0.3919441100391744,1.0,0.04277156359410933,0.041046989448517285,inner_grouped_out_of_fold_training_predictions
CV03,3,6,1,815,209,G01;G04;G07;G08;G10;G11;G12,G03;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,3,6,2,773,251,G01;G03;G04;G06;G07;G08;G11,G10;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,3,6,3,798,226,G01;G03;G04;G06;G10;G11;G12,G07;G08,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,3,6,4,686,338,G03;G06;G07;G08;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,3,6,aggregate,1024,1024,,,,,0,0.5038858328025255,0.2770496606063986,0.5498262554148357,1.0,0.07825569546127954,0.03358905753566212,inner_grouped_out_of_fold_training_predictions
CV03,3,8,1,815,209,G01;G04;G07;G08;G10;G11;G12,G03;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,3,8,2,773,251,G01;G03;G04;G06;G07;G08;G11,G10;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,3,8,3,798,226,G01;G03;G04;G06;G10;G11;G12,G07;G08,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,3,8,4,686,338,G03;G06;G07;G08;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,3,8,aggregate,1024,1024,,,,,0,0.5810622993212969,0.15611454621560972,0.26867092633261097,0.8834635459499788,0.04580612807492311,0.051848351055241645,inner_grouped_out_of_fold_training_predictions
CV03,4,4,1,815,209,G01;G04;G07;G08;G10;G11;G12,G03;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,4,4,2,773,251,G01;G03;G04;G06;G07;G08;G11,G10;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,4,4,3,798,226,G01;G03;G04;G06;G10;G11;G12,G07;G08,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,4,4,4,686,338,G03;G06;G07;G08;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,4,4,aggregate,1024,1024,,,,,0,0.531591337734108,0.2082273306268599,0.3917056502734273,1.0,0.04262073487908234,0.041360312210980216,inner_grouped_out_of_fold_training_predictions
CV03,4,6,1,815,209,G01;G04;G07;G08;G10;G11;G12,G03;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,4,6,2,773,251,G01;G03;G04;G06;G07;G08;G11,G10;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,4,6,3,798,226,G01;G03;G04;G06;G10;G11;G12,G07;G08,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,4,6,4,686,338,G03;G06;G07;G08;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,4,6,aggregate,1024,1024,,,,,0,0.5046699179808873,0.27743359226456166,0.5497327706286399,1.0,0.07815249402277002,0.03373816090300284,inner_grouped_out_of_fold_training_predictions
CV03,4,8,1,815,209,G01;G04;G07;G08;G10;G11;G12,G03;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,4,8,2,773,251,G01;G03;G04;G06;G07;G08;G11,G10;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,4,8,3,798,226,G01;G03;G04;G06;G10;G11;G12,G07;G08,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,4,8,4,686,338,G03;G06;G07;G08;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,4,8,aggregate,1024,1024,,,,,0,0.5967240895054702,0.16084768939322314,0.2695511916177613,0.8701397114289772,0.04610218443540137,0.05298250824536048,inner_grouped_out_of_fold_training_predictions
CV03,5,4,1,815,209,G01;G04;G07;G08;G10;G11;G12,G03;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,5,4,2,773,251,G01;G03;G04;G06;G07;G08;G11,G10;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,5,4,3,798,226,G01;G03;G04;G06;G10;G11;G12,G07;G08,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,5,4,4,686,338,G03;G06;G07;G08;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,5,4,aggregate,1024,1024,,,,,0,0.5313732006518993,0.2082391716723252,0.3918887354816788,1.0,0.04280582539348759,0.04132408862608421,inner_grouped_out_of_fold_training_predictions
CV03,5,6,1,815,209,G01;G04;G07;G08;G10;G11;G12,G03;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,5,6,2,773,251,G01;G03;G04;G06;G07;G08;G11,G10;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,5,6,3,798,226,G01;G03;G04;G06;G10;G11;G12,G07;G08,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,5,6,4,686,338,G03;G06;G07;G08;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,5,6,aggregate,1024,1024,,,,,0,0.5049098179192336,0.2785570213791275,0.5516965832177303,1.0,0.07863597464047822,0.033933318621554937,inner_grouped_out_of_fold_training_predictions
CV03,5,8,1,815,209,G01;G04;G07;G08;G10;G11;G12,G03;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,5,8,2,773,251,G01;G03;G04;G06;G07;G08;G11,G10;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,5,8,3,798,226,G01;G03;G04;G06;G10;G11;G12,G07;G08,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,5,8,4,686,338,G03;G06;G07;G08;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,5,8,aggregate,1024,1024,,,,,0,0.5746601161754605,0.1519038222705016,0.26433681056807656,0.8800674377535912,0.04559423401183112,0.05180765934052997,inner_grouped_out_of_fold_training_predictions
CV03,6,4,1,815,209,G01;G04;G07;G08;G10;G11;G12,G03;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,6,4,2,773,251,G01;G03;G04;G06;G07;G08;G11,G10;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,6,4,3,798,226,G01;G03;G04;G06;G10;G11;G12,G07;G08,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,6,4,4,686,338,G03;G06;G07;G08;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,6,4,aggregate,1024,1024,,,,,0,0.5313691975010107,0.2081819563426638,0.3917840125504599,1.0,0.04253625076526298,0.04129648516643432,inner_grouped_out_of_fold_training_predictions
CV03,6,6,1,815,209,G01;G04;G07;G08;G10;G11;G12,G03;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,6,6,2,773,251,G01;G03;G04;G06;G07;G08;G11,G10;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,6,6,3,798,226,G01;G03;G04;G06;G10;G11;G12,G07;G08,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,6,6,4,686,338,G03;G06;G07;G08;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,6,6,aggregate,1024,1024,,,,,0,0.5017541039493513,0.2767428583055187,0.5515507618717037,1.0,0.07844165569262102,0.03365525946864296,inner_grouped_out_of_fold_training_predictions
CV03,6,8,1,815,209,G01;G04;G07;G08;G10;G11;G12,G03;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,6,8,2,773,251,G01;G03;G04;G06;G07;G08;G11,G10;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,6,8,3,798,226,G01;G03;G04;G06;G10;G11;G12,G07;G08,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,6,8,4,686,338,G03;G06;G07;G08;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,6,8,aggregate,1024,1024,,,,,0,0.5985104304474438,0.17267292249079075,0.2885044498918778,0.8664646794487183,0.045797072162425796,0.05285509409519594,inner_grouped_out_of_fold_training_predictions
CV03,7,4,1,815,209,G01;G04;G07;G08;G10;G11;G12,G03;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,7,4,2,773,251,G01;G03;G04;G06;G07;G08;G11,G10;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,7,4,3,798,226,G01;G03;G04;G06;G10;G11;G12,G07;G08,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,7,4,4,686,338,G03;G06;G07;G08;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,7,4,aggregate,1024,1024,,,,,0,0.5312330528423707,0.20829385565914937,0.39209505986999466,1.0,0.04274803953106089,0.04126335195198064,inner_grouped_out_of_fold_training_predictions
CV03,7,6,1,815,209,G01;G04;G07;G08;G10;G11;G12,G03;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,7,6,2,773,251,G01;G03;G04;G06;G07;G08;G11,G10;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,7,6,3,798,226,G01;G03;G04;G06;G10;G11;G12,G07;G08,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,7,6,4,686,338,G03;G06;G07;G08;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,7,6,aggregate,1024,1024,,,,,0,0.5017086404551165,0.2765746328258217,0.5512654367980022,1.0,0.07884110141178613,0.03390910970653727,inner_grouped_out_of_fold_training_predictions
CV03,7,8,1,815,209,G01;G04;G07;G08;G10;G11;G12,G03;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,7,8,2,773,251,G01;G03;G04;G06;G07;G08;G11,G10;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,7,8,3,798,226,G01;G03;G04;G06;G10;G11;G12,G07;G08,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,7,8,4,686,338,G03;G06;G07;G08;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,7,8,aggregate,1024,1024,,,,,0,0.5863461692960228,0.15576813487288896,0.26565899639100027,0.874036440043024,0.04658118054797171,0.0532943232271629,inner_grouped_out_of_fold_training_predictions
CV03,8,4,1,815,209,G01;G04;G07;G08;G10;G11;G12,G03;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,8,4,2,773,251,G01;G03;G04;G06;G07;G08;G11,G10;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,8,4,3,798,226,G01;G03;G04;G06;G10;G11;G12,G07;G08,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,8,4,4,686,338,G03;G06;G07;G08;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,8,4,aggregate,1024,1024,,,,,0,0.5313005083631186,0.20826607970128236,0.3919929991087876,1.0,0.042681175253344666,0.0412285820316872,inner_grouped_out_of_fold_training_predictions
CV03,8,6,1,815,209,G01;G04;G07;G08;G10;G11;G12,G03;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,8,6,2,773,251,G01;G03;G04;G06;G07;G08;G11,G10;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,8,6,3,798,226,G01;G03;G04;G06;G10;G11;G12,G07;G08,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,8,6,4,686,338,G03;G06;G07;G08;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,8,6,aggregate,1024,1024,,,,,0,0.5017723694632038,0.27655789867669245,0.5511620717030596,1.0,0.07827650820839056,0.03383927212874169,inner_grouped_out_of_fold_training_predictions
CV03,8,8,1,815,209,G01;G04;G07;G08;G10;G11;G12,G03;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,8,8,2,773,251,G01;G03;G04;G06;G07;G08;G11,G10;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,8,8,3,798,226,G01;G03;G04;G06;G10;G11;G12,G07;G08,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,8,8,4,686,338,G03;G06;G07;G08;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,8,8,aggregate,1024,1024,,,,,0,0.5731234523713847,0.14887180135718686,0.25975520761051973,0.8445587261671407,0.04526423741786802,0.053595133192561546,inner_grouped_out_of_fold_training_predictions
CV03,9,4,1,815,209,G01;G04;G07;G08;G10;G11;G12,G03;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,9,4,2,773,251,G01;G03;G04;G06;G07;G08;G11,G10;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,9,4,3,798,226,G01;G03;G04;G06;G10;G11;G12,G07;G08,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,9,4,4,686,338,G03;G06;G07;G08;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,9,4,aggregate,1024,1024,,,,,0,0.5313729637402728,0.20830322487664615,0.39200945304108786,1.0,0.042677810313328575,0.04110315530788105,inner_grouped_out_of_fold_training_predictions
CV03,9,6,1,815,209,G01;G04;G07;G08;G10;G11;G12,G03;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,9,6,2,773,251,G01;G03;G04;G06;G07;G08;G11,G10;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,9,6,3,798,226,G01;G03;G04;G06;G10;G11;G12,G07;G08,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,9,6,4,686,338,G03;G06;G07;G08;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,9,6,aggregate,1024,1024,,,,,0,0.5026159020900439,0.27743420671171237,0.5519805592263372,1.0,0.07865341003040743,0.03389308380776365,inner_grouped_out_of_fold_training_predictions
CV03,9,8,1,815,209,G01;G04;G07;G08;G10;G11;G12,G03;G06,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,9,8,2,773,251,G01;G03;G04;G06;G07;G08;G11,G10;G12,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,9,8,3,798,226,G01;G03;G04;G06;G10;G11;G12,G07;G08,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
CV03,9,8,4,686,338,G03;G06;G07;G08;G10;G12,G01;G04;G11,0,inner_fit_only_cross_fitted_c06_residual,0,,,,,,,
